               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 149,            0.024642,            0.035993,           0.0011032,             0.94467,             0.95122,             0.96835,              0.6994,            0.024092,            0.036745,           0.0010723,           0.0055942,           0.0055942,           0.0055942
                 150,            0.024041,            0.035955,           0.0010979,              0.9498,             0.95068,             0.96684,             0.69595,            0.024193,            0.036676,           0.0010707,           0.0055471,           0.0055471,           0.0055471
                 151,            0.023768,            0.035036,           0.0010448,             0.95491,              0.9535,             0.96721,             0.69791,             0.02427,            0.036485,           0.0010702,              0.0055,              0.0055,              0.0055
                 152,            0.024146,            0.035678,           0.0011159,             0.94921,             0.95273,             0.96773,             0.69685,            0.024309,            0.036871,           0.0011006,           0.0054529,           0.0054529,           0.0054529
                 153,            0.023885,            0.033776,             0.00101,             0.95693,             0.94362,             0.96686,             0.69855,            0.024241,            0.036762,           0.0011448,           0.0054058,           0.0054058,           0.0054058
                 154,             0.02389,            0.035297,           0.0010826,              0.9558,             0.94235,             0.96772,             0.70168,            0.024101,             0.03645,           0.0011559,           0.0053587,           0.0053587,           0.0053587
                 155,            0.024379,            0.034048,            0.001094,             0.95338,             0.95477,             0.96999,             0.69518,            0.024307,            0.036451,           0.0011666,           0.0053116,           0.0053116,           0.0053116
                 156,             0.02356,            0.034517,           0.0011278,             0.95178,             0.95839,             0.97011,             0.70667,            0.024028,            0.036184,            0.001133,           0.0052645,           0.0052645,           0.0052645
                 157,            0.023801,            0.035011,           0.0011387,             0.95491,             0.94991,             0.97026,              0.7019,            0.024139,            0.036365,           0.0011175,           0.0052174,           0.0052174,           0.0052174
                 158,            0.023592,            0.035913,           0.0011051,              0.9569,             0.95413,             0.96906,             0.70041,            0.024165,            0.036368,            0.001116,           0.0051704,           0.0051704,           0.0051704
                 159,            0.023643,            0.034632,           0.0011012,             0.95583,             0.95238,             0.96558,             0.70013,            0.024189,            0.036626,           0.0011548,           0.0051234,           0.0051234,           0.0051234
                 160,             0.02364,            0.034324,           0.0010671,             0.95555,             0.95247,             0.96687,             0.69963,            0.024149,             0.03643,           0.0011247,           0.0050765,           0.0050765,           0.0050765
                 161,            0.023471,            0.034328,           0.0011124,              0.9515,             0.95258,             0.96859,              0.7009,            0.024125,            0.036884,           0.0011011,           0.0050296,           0.0050296,           0.0050296
                 162,             0.02387,            0.035303,           0.0011201,             0.94731,             0.95516,             0.96701,             0.70135,            0.024134,            0.036795,           0.0011017,           0.0049828,           0.0049828,           0.0049828
                 163,            0.023426,            0.035132,           0.0011062,             0.95749,             0.94132,             0.96761,             0.69992,            0.024227,             0.03687,           0.0010831,            0.004936,            0.004936,            0.004936
                 164,            0.023409,            0.033563,           0.0010494,             0.95425,             0.95068,             0.96809,             0.69983,            0.024118,            0.036829,           0.0010739,           0.0048893,           0.0048893,           0.0048893
                 165,            0.023667,            0.035303,           0.0011265,             0.95338,             0.95038,             0.96974,              0.7055,            0.023994,            0.036574,           0.0010668,           0.0048426,           0.0048426,           0.0048426
                 166,            0.023692,            0.035336,           0.0010807,             0.95533,             0.94654,             0.96886,             0.70647,            0.024008,            0.036634,            0.001091,            0.004796,            0.004796,            0.004796
                 167,            0.023246,            0.034638,          0.00099796,             0.96049,             0.94269,             0.96888,              0.7064,            0.023984,             0.03644,           0.0010568,           0.0047495,           0.0047495,           0.0047495
                 168,            0.023294,            0.035302,           0.0010366,             0.96055,             0.93858,             0.96591,             0.70479,            0.023997,            0.036591,           0.0011204,           0.0047031,           0.0047031,           0.0047031
                 169,            0.023292,            0.034823,            0.001018,             0.95661,             0.94513,             0.96688,              0.7006,            0.024003,             0.03655,           0.0011047,           0.0046568,           0.0046568,           0.0046568
                 170,            0.023516,            0.034551,            0.001078,             0.95157,             0.94721,             0.96667,             0.70235,            0.023988,              0.0363,           0.0010749,           0.0046105,           0.0046105,           0.0046105
                 171,            0.023415,            0.034758,           0.0009993,             0.95614,             0.94427,             0.96711,             0.70044,            0.024031,             0.03656,           0.0010957,           0.0045644,           0.0045644,           0.0045644
                 172,            0.023621,            0.034388,           0.0010684,             0.94642,              0.9546,             0.96575,             0.69958,            0.024054,            0.037022,           0.0011214,           0.0045184,           0.0045184,           0.0045184
                 173,            0.023304,            0.033402,           0.0010154,             0.94716,             0.95915,             0.96894,             0.70137,            0.024068,            0.037147,           0.0010446,           0.0044724,           0.0044724,           0.0044724
                 174,            0.023007,            0.033197,           0.0010528,             0.95472,             0.94895,             0.97066,             0.70196,            0.023924,            0.037152,           0.0010545,           0.0044266,           0.0044266,           0.0044266
                 175,            0.023253,            0.034187,           0.0010492,             0.95373,             0.94734,             0.96895,             0.69715,            0.024062,            0.037196,           0.0010509,           0.0043809,           0.0043809,           0.0043809
                 176,             0.02325,            0.033834,           0.0010222,             0.95076,             0.95113,             0.96894,             0.69997,            0.023962,            0.036624,           0.0010433,           0.0043353,           0.0043353,           0.0043353
                 177,            0.022939,            0.033072,          0.00096932,             0.95879,             0.94349,             0.96982,             0.70368,            0.023929,            0.036508,           0.0010977,           0.0042899,           0.0042899,           0.0042899
                 178,            0.022687,            0.034074,          0.00099947,             0.95756,             0.94778,             0.96872,             0.70839,            0.023738,            0.036007,           0.0010678,           0.0042445,           0.0042445,           0.0042445
                 179,            0.022856,            0.033601,          0.00099041,             0.95625,             0.94723,             0.96888,             0.70613,            0.023752,            0.036287,           0.0010438,           0.0041994,           0.0041994,           0.0041994
                 180,            0.023146,            0.034285,           0.0010207,             0.94749,             0.95167,             0.96802,             0.70163,            0.023934,            0.036736,            0.001051,           0.0041543,           0.0041543,           0.0041543
                 181,            0.022799,            0.033643,          0.00099732,             0.94984,             0.94912,             0.96766,             0.70424,             0.02391,            0.036827,           0.0010486,           0.0041094,           0.0041094,           0.0041094
                 182,            0.022839,            0.033694,           0.0010023,             0.94923,             0.94865,              0.9674,             0.70246,             0.02378,            0.036616,           0.0010396,           0.0040647,           0.0040647,           0.0040647
                 183,            0.023062,            0.034299,          0.00098957,             0.95577,             0.94537,             0.96707,             0.70194,            0.023764,            0.037054,           0.0010699,           0.0040201,           0.0040201,           0.0040201
                 184,            0.022852,            0.034401,          0.00098823,             0.95291,             0.95116,              0.9687,             0.70497,            0.023779,            0.037129,           0.0010977,           0.0039757,           0.0039757,           0.0039757
                 185,            0.022672,            0.033626,            0.001004,              0.9559,             0.95404,             0.96941,             0.70335,            0.023878,            0.036532,           0.0011161,           0.0039314,           0.0039314,           0.0039314
                 186,            0.022498,            0.033174,          0.00094407,             0.95466,             0.95138,             0.96815,             0.70121,            0.023885,            0.036975,           0.0011118,           0.0038873,           0.0038873,           0.0038873
                 187,            0.022764,            0.034043,           0.0010252,             0.95736,             0.95413,             0.96881,             0.70293,            0.023943,            0.036904,            0.001086,           0.0038434,           0.0038434,           0.0038434
                 188,            0.022693,            0.034089,            0.001025,             0.95342,             0.95005,             0.96774,             0.70233,            0.023907,            0.037189,           0.0010496,           0.0037997,           0.0037997,           0.0037997
                 189,            0.022683,            0.033643,          0.00094744,             0.94936,             0.95366,             0.96806,             0.70139,            0.024055,             0.03729,           0.0010574,           0.0037562,           0.0037562,           0.0037562
                 190,            0.022483,            0.034037,          0.00098329,             0.94778,             0.95652,             0.96733,             0.70231,            0.023943,            0.036919,           0.0010601,           0.0037128,           0.0037128,           0.0037128
                 191,            0.022595,            0.033149,           0.0010627,             0.94987,             0.95379,             0.96633,             0.70334,            0.023849,            0.036812,            0.001043,           0.0036697,           0.0036697,           0.0036697
                 192,            0.022784,            0.033831,          0.00088943,             0.94356,             0.95104,              0.9644,             0.70122,            0.023924,            0.036933,            0.001077,           0.0036267,           0.0036267,           0.0036267
                 193,            0.022518,            0.033314,           0.0009493,             0.95106,             0.95298,             0.96984,             0.70466,            0.023741,            0.036716,           0.0010537,            0.003584,            0.003584,            0.003584
                 194,            0.022313,            0.033316,          0.00096357,             0.95341,             0.95161,             0.96775,             0.70387,            0.023733,            0.037083,           0.0010461,           0.0035415,           0.0035415,           0.0035415
                 195,            0.022493,            0.033281,          0.00097993,             0.95667,             0.94852,              0.9662,             0.70117,            0.023898,             0.03727,            0.001061,           0.0034991,           0.0034991,           0.0034991
                 196,            0.022682,             0.03323,           0.0010048,             0.94831,             0.95495,             0.96766,             0.70179,            0.023909,            0.037199,           0.0010851,            0.003457,            0.003457,            0.003457
                 197,            0.022146,            0.035116,          0.00091273,             0.95734,             0.94844,             0.96741,             0.70446,            0.023777,            0.037248,           0.0010999,           0.0034152,           0.0034152,           0.0034152
                 198,             0.02232,            0.032519,          0.00094674,             0.94868,             0.95135,             0.96585,             0.70462,            0.023718,            0.037077,           0.0011036,           0.0033735,           0.0033735,           0.0033735
                 199,            0.022395,            0.033986,           0.0010117,             0.95342,             0.94857,             0.96868,             0.70827,            0.023679,             0.03705,           0.0010594,           0.0033321,           0.0033321,           0.0033321
                 200,            0.022394,              0.0337,          0.00097746,             0.95329,             0.95611,             0.96898,             0.70697,            0.023644,            0.036996,           0.0010083,           0.0032909,           0.0032909,           0.0032909
                 201,            0.022509,            0.033987,          0.00092889,             0.95221,             0.95485,             0.96871,             0.70815,            0.023578,            0.036444,           0.0010273,             0.00325,             0.00325,             0.00325
                 202,            0.022185,            0.033947,          0.00093917,              0.9527,             0.95199,             0.96903,             0.70655,            0.023706,            0.036914,           0.0010473,           0.0032093,           0.0032093,           0.0032093
                 203,            0.022234,            0.032966,          0.00092956,             0.95257,             0.95224,             0.96873,             0.70546,            0.023683,             0.03692,           0.0010599,           0.0031689,           0.0031689,           0.0031689
                 204,            0.022284,            0.032409,          0.00091494,             0.96032,             0.94479,              0.9694,              0.7052,            0.023679,            0.036968,           0.0010556,           0.0031287,           0.0031287,           0.0031287
                 205,            0.022022,            0.033612,          0.00091047,             0.95283,             0.95235,             0.96877,             0.70868,            0.023525,            0.036874,           0.0010354,           0.0030888,           0.0030888,           0.0030888
                 206,            0.022129,            0.032591,          0.00091881,             0.95332,             0.95462,             0.96871,              0.7073,            0.023584,            0.037118,             0.00109,           0.0030491,           0.0030491,           0.0030491
                 207,            0.022257,            0.033569,          0.00098744,              0.9484,             0.95869,             0.96898,             0.70801,             0.02358,            0.036922,           0.0010628,           0.0030097,           0.0030097,           0.0030097
                 208,            0.022112,            0.032643,          0.00093556,             0.95845,             0.94613,             0.96838,             0.70863,            0.023558,            0.037026,            0.001054,           0.0029706,           0.0029706,           0.0029706
                 209,            0.022261,             0.03263,          0.00094331,             0.95643,             0.94857,             0.96828,             0.70885,            0.023504,            0.037134,           0.0010869,           0.0029318,           0.0029318,           0.0029318
                 210,              0.0222,            0.034147,           0.0010244,             0.95207,              0.9535,             0.96926,             0.70878,            0.023514,            0.037201,           0.0010863,           0.0028932,           0.0028932,           0.0028932
                 211,            0.022339,            0.034037,          0.00093217,              0.9526,             0.95168,             0.96826,             0.70594,            0.023618,             0.03707,           0.0011165,            0.002855,            0.002855,            0.002855
                 212,            0.022145,            0.033614,          0.00097469,             0.95452,              0.9478,             0.96705,             0.70646,            0.023632,            0.037034,           0.0010735,            0.002817,            0.002817,            0.002817
                 213,            0.022131,            0.033208,          0.00095979,             0.94955,             0.95391,             0.96601,             0.70725,            0.023505,            0.036847,           0.0010693,           0.0027793,           0.0027793,           0.0027793
                 214,            0.022249,            0.033273,           0.0009562,              0.9572,             0.95234,              0.9673,             0.70717,            0.023548,            0.036774,            0.001081,           0.0027419,           0.0027419,           0.0027419
                 215,            0.022011,            0.032984,          0.00093508,             0.95503,             0.95156,             0.96846,             0.70893,             0.02348,            0.036881,           0.0010551,           0.0027048,           0.0027048,           0.0027048
                 216,            0.021695,            0.032278,          0.00088579,             0.94493,             0.95781,             0.96756,             0.70704,            0.023571,            0.036817,           0.0010422,           0.0026681,           0.0026681,           0.0026681
                 217,            0.021783,            0.033003,          0.00091174,             0.95467,             0.94737,             0.96725,             0.70678,            0.023625,            0.037006,           0.0010348,           0.0026316,           0.0026316,           0.0026316
                 218,             0.02155,            0.032856,          0.00091597,             0.95054,             0.95055,             0.96801,             0.70733,            0.023607,            0.037208,           0.0010064,           0.0025954,           0.0025954,           0.0025954
                 219,            0.022159,            0.032661,           0.0010213,             0.95142,             0.95325,              0.9668,             0.70794,            0.023602,            0.037185,           0.0010205,           0.0025596,           0.0025596,           0.0025596
                 220,            0.021307,            0.031752,          0.00087026,             0.95829,             0.94472,              0.9681,             0.70849,            0.023511,            0.037137,           0.0010526,           0.0025241,           0.0025241,           0.0025241
                 221,            0.021666,             0.03317,           0.0008972,             0.95682,             0.94961,             0.96858,              0.7085,            0.023467,            0.036968,           0.0010607,           0.0024889,           0.0024889,           0.0024889
                 222,              0.0216,            0.032547,          0.00085742,             0.95618,             0.94724,              0.9694,             0.70802,            0.023599,            0.037072,           0.0010574,           0.0024541,           0.0024541,           0.0024541
                 223,            0.021491,            0.032394,          0.00088832,             0.95222,             0.94975,             0.96902,             0.71042,            0.023552,            0.036981,           0.0010574,           0.0024195,           0.0024195,           0.0024195
                 224,            0.021918,            0.033223,          0.00095476,             0.95503,             0.94741,             0.96749,             0.70771,            0.023602,            0.036919,           0.0010703,           0.0023854,           0.0023854,           0.0023854
                 225,            0.021729,            0.032494,            0.000935,             0.95221,             0.95358,             0.96884,             0.70738,            0.023591,            0.037118,           0.0010495,           0.0023515,           0.0023515,           0.0023515
                 226,            0.021748,            0.032937,          0.00092176,             0.95443,             0.95072,              0.9692,             0.70644,            0.023604,            0.037187,           0.0010446,            0.002318,            0.002318,            0.002318
                 227,            0.021439,            0.032499,          0.00090441,             0.95848,             0.94772,             0.96774,             0.70721,            0.023544,            0.037295,            0.001034,           0.0022849,           0.0022849,           0.0022849
                 228,            0.021706,            0.032227,          0.00089437,             0.95225,             0.95648,             0.96773,             0.70695,            0.023637,            0.037175,           0.0010597,           0.0022521,           0.0022521,           0.0022521
                 229,            0.021497,            0.031224,          0.00091004,             0.95405,             0.95538,             0.96778,              0.7072,            0.023623,            0.036961,           0.0010767,           0.0022196,           0.0022196,           0.0022196
                 230,            0.021821,            0.031979,          0.00094169,             0.95509,             0.95311,             0.96903,             0.70955,            0.023655,            0.037118,           0.0010613,           0.0021876,           0.0021876,           0.0021876
                 231,            0.021634,            0.033715,          0.00096646,              0.9535,             0.95512,             0.96922,             0.70962,            0.023581,            0.037045,           0.0010407,           0.0021558,           0.0021558,           0.0021558
                 232,            0.021565,            0.032417,          0.00091842,             0.95419,             0.95373,             0.96931,             0.70869,             0.02357,            0.037286,           0.0010671,           0.0021245,           0.0021245,           0.0021245
                 233,            0.021756,            0.032975,          0.00092587,             0.95108,             0.95435,             0.96739,             0.70878,             0.02355,            0.037288,           0.0010655,           0.0020935,           0.0020935,           0.0020935
                 234,            0.021587,            0.032697,          0.00095984,             0.95215,             0.95493,             0.96953,             0.71105,            0.023539,            0.037282,           0.0010575,           0.0020629,           0.0020629,           0.0020629
                 235,            0.021715,            0.031927,           0.0009381,             0.95442,             0.95425,              0.9692,             0.70782,            0.023615,            0.037554,            0.001065,           0.0020327,           0.0020327,           0.0020327
                 236,            0.021621,            0.031791,          0.00089958,             0.95749,             0.95218,              0.9708,             0.70794,            0.023525,            0.037362,            0.001064,           0.0020028,           0.0020028,           0.0020028
                 237,            0.021244,            0.031438,          0.00089482,             0.95571,              0.9525,             0.97096,             0.70784,            0.023579,            0.037386,           0.0010822,           0.0019734,           0.0019734,           0.0019734
                 238,            0.021286,            0.031653,           0.0008994,             0.95889,             0.95033,              0.9705,             0.70818,            0.023504,            0.037375,           0.0010734,           0.0019443,           0.0019443,           0.0019443
                 239,            0.021162,            0.031021,          0.00085991,             0.95685,             0.95174,             0.97042,             0.70872,            0.023558,            0.037271,           0.0010579,           0.0019156,           0.0019156,           0.0019156
                 240,            0.021176,            0.030983,          0.00088473,             0.95019,             0.95372,             0.96914,             0.71067,            0.023556,            0.037448,            0.001058,           0.0018873,           0.0018873,           0.0018873
                 241,            0.020964,            0.031396,          0.00086931,             0.95184,             0.95216,             0.96847,             0.70804,            0.023619,            0.037728,            0.001078,           0.0018594,           0.0018594,           0.0018594
                 242,            0.021201,             0.03166,          0.00089971,             0.95666,             0.95078,             0.97023,             0.71056,            0.023586,             0.03762,           0.0010607,           0.0018319,           0.0018319,           0.0018319
                 243,            0.021531,            0.032831,          0.00092572,             0.95284,             0.95311,             0.96946,             0.70943,            0.023484,            0.037404,           0.0010493,           0.0018048,           0.0018048,           0.0018048
                 244,              0.0214,            0.031426,          0.00085863,             0.96138,             0.94586,             0.96863,             0.70987,            0.023505,            0.037477,           0.0010845,           0.0017781,           0.0017781,           0.0017781
                 245,            0.021606,            0.033226,          0.00093668,             0.95913,             0.94479,             0.96782,              0.7089,            0.023544,            0.037472,           0.0010926,           0.0017519,           0.0017519,           0.0017519
                 246,            0.021013,            0.032013,          0.00087844,             0.94585,             0.95617,               0.967,              0.7084,            0.023617,            0.037401,           0.0011018,            0.001726,            0.001726,            0.001726
                 247,            0.021387,            0.033145,          0.00091621,             0.94642,             0.95422,             0.96694,             0.71043,            0.023599,            0.037573,           0.0010986,           0.0017005,           0.0017005,           0.0017005
                 248,            0.021015,            0.032376,          0.00085796,             0.95708,             0.94515,             0.96683,             0.71017,            0.023498,            0.037693,           0.0010947,           0.0016755,           0.0016755,           0.0016755
                 249,            0.021221,            0.032148,          0.00092512,             0.95318,             0.95052,             0.96902,             0.71049,            0.023504,            0.037565,           0.0010875,           0.0016509,           0.0016509,           0.0016509
                 250,            0.021418,            0.031646,          0.00087359,             0.94921,             0.95292,             0.96827,             0.70584,            0.023585,            0.037618,           0.0010871,           0.0016267,           0.0016267,           0.0016267
                 251,            0.021173,             0.03211,          0.00097484,             0.95401,             0.95137,             0.96933,               0.709,            0.023527,            0.037552,           0.0010884,           0.0016029,           0.0016029,           0.0016029
                 252,            0.021077,            0.031469,          0.00087046,             0.94968,              0.9565,             0.96937,             0.70984,            0.023547,            0.037411,           0.0010765,           0.0015795,           0.0015795,           0.0015795
                 253,            0.021077,             0.03205,          0.00089794,             0.95486,             0.94808,             0.96692,             0.70707,            0.023621,            0.037452,           0.0010656,           0.0015566,           0.0015566,           0.0015566
                 254,            0.021263,            0.032174,          0.00085884,             0.95126,              0.9498,             0.96926,             0.70703,             0.02359,            0.037622,           0.0010843,           0.0015341,           0.0015341,           0.0015341
                 255,            0.021267,            0.032888,          0.00095803,             0.95598,              0.9498,             0.97013,              0.7089,             0.02356,            0.037361,           0.0010896,           0.0015121,           0.0015121,           0.0015121
                 256,            0.021174,            0.031278,          0.00082531,             0.95341,             0.94987,             0.96837,             0.70884,            0.023547,            0.037419,           0.0010832,           0.0014905,           0.0014905,           0.0014905
                 257,            0.021244,            0.032096,          0.00093144,             0.94569,             0.96003,             0.96933,             0.70919,            0.023474,            0.037454,           0.0010809,           0.0014693,           0.0014693,           0.0014693
                 258,             0.02129,            0.032644,          0.00088795,             0.95223,             0.95202,             0.96841,                0.71,            0.023499,            0.037546,           0.0010708,           0.0014486,           0.0014486,           0.0014486
                 259,             0.02075,            0.031181,           0.0008561,             0.95316,              0.9522,              0.9685,             0.71061,            0.023515,             0.03745,           0.0010658,           0.0014283,           0.0014283,           0.0014283
                 260,            0.020721,            0.030645,          0.00081945,             0.95484,             0.95254,             0.96914,             0.71089,            0.023482,            0.037321,           0.0010609,           0.0014084,           0.0014084,           0.0014084
                 261,            0.020842,            0.031118,          0.00081208,             0.95277,             0.95509,             0.96884,             0.71322,            0.023436,            0.037223,           0.0010563,            0.001389,            0.001389,            0.001389
                 262,            0.020572,            0.031963,          0.00079995,             0.95501,             0.94758,             0.96905,             0.71133,            0.023406,            0.037299,           0.0010336,           0.0013701,           0.0013701,           0.0013701
                 263,            0.020792,             0.03177,           0.0008152,              0.9514,              0.9542,             0.96901,             0.71044,            0.023443,            0.037263,           0.0010303,           0.0013516,           0.0013516,           0.0013516
                 264,            0.021069,             0.03242,          0.00087567,             0.95013,              0.9526,             0.96831,             0.71013,            0.023398,            0.037586,           0.0010446,           0.0013336,           0.0013336,           0.0013336
                 265,            0.021103,            0.031365,           0.0008749,             0.95909,             0.95046,             0.96874,             0.71018,            0.023442,            0.037683,           0.0010704,            0.001316,            0.001316,            0.001316
                 266,            0.020474,             0.02999,          0.00081655,             0.95593,               0.952,             0.96831,             0.71106,            0.023442,            0.037569,           0.0010714,           0.0012989,           0.0012989,           0.0012989
                 267,            0.020698,            0.031478,          0.00086062,             0.94924,             0.95683,             0.96779,             0.71134,            0.023466,            0.037733,           0.0010672,           0.0012822,           0.0012822,           0.0012822
                 268,            0.021236,            0.031538,          0.00086357,             0.95064,             0.95709,             0.96993,             0.71295,            0.023449,            0.037657,           0.0010588,            0.001266,            0.001266,            0.001266
                 269,            0.020985,            0.032635,          0.00086216,             0.94989,             0.95816,             0.96977,             0.71143,            0.023429,            0.037422,           0.0010696,           0.0012503,           0.0012503,           0.0012503
                 270,            0.021046,             0.03201,          0.00084113,             0.95102,             0.95785,              0.9695,             0.71061,            0.023412,            0.037301,           0.0010646,            0.001235,            0.001235,            0.001235
                 271,            0.020815,            0.032568,          0.00086773,             0.95459,             0.95239,             0.96903,              0.7088,            0.023474,            0.037566,           0.0010702,           0.0012202,           0.0012202,           0.0012202
                 272,            0.020917,             0.03101,           0.0008431,              0.9509,             0.95459,             0.96798,             0.71032,            0.023458,            0.037692,           0.0010772,           0.0012059,           0.0012059,           0.0012059
                 273,            0.020851,            0.030406,          0.00086569,             0.95035,             0.95639,             0.96825,             0.71042,            0.023477,            0.037632,           0.0010806,           0.0011921,           0.0011921,           0.0011921
                 274,            0.020745,            0.031223,           0.0008019,             0.94999,              0.9582,             0.96889,             0.71169,            0.023415,            0.037628,           0.0010564,           0.0011787,           0.0011787,           0.0011787
                 275,            0.020861,            0.030848,          0.00084224,             0.95128,              0.9555,               0.969,             0.71043,            0.023423,             0.03767,            0.001044,           0.0011658,           0.0011658,           0.0011658
                 276,            0.020656,            0.031601,          0.00092204,              0.9511,             0.95654,             0.96922,             0.71267,            0.023397,            0.037712,           0.0010612,           0.0011533,           0.0011533,           0.0011533
                 277,            0.020983,            0.031384,          0.00083702,             0.95168,             0.95918,             0.96838,             0.71279,            0.023375,            0.037672,           0.0010634,           0.0011414,           0.0011414,           0.0011414
                 278,            0.021103,            0.031721,          0.00091773,             0.95616,             0.95333,             0.96775,              0.7122,            0.023324,            0.037603,           0.0010426,           0.0011299,           0.0011299,           0.0011299
                 279,            0.020807,            0.030801,          0.00087242,             0.94923,             0.95838,             0.96721,             0.71143,            0.023361,            0.037834,           0.0010489,           0.0011189,           0.0011189,           0.0011189
                 280,             0.02111,            0.031513,           0.0008762,             0.95292,              0.9563,             0.96745,             0.71142,            0.023361,            0.037801,           0.0010511,           0.0011084,           0.0011084,           0.0011084
                 281,            0.020854,            0.032139,          0.00087874,             0.95625,             0.95134,             0.96609,              0.7108,            0.023361,            0.037701,           0.0010642,           0.0010983,           0.0010983,           0.0010983
                 282,            0.020985,            0.031905,          0.00089963,             0.95283,             0.95504,             0.96697,              0.7118,            0.023338,             0.03763,           0.0010595,           0.0010888,           0.0010888,           0.0010888
                 283,            0.021278,            0.032317,           0.0009657,             0.95457,              0.9527,              0.9668,             0.71206,            0.023387,             0.03775,           0.0010444,           0.0010797,           0.0010797,           0.0010797
                 284,            0.020521,            0.030411,          0.00082399,             0.95185,              0.9555,             0.96812,             0.71057,            0.023427,             0.03793,           0.0010517,           0.0010711,           0.0010711,           0.0010711
                 285,            0.020645,            0.030848,          0.00091158,             0.95438,             0.95122,             0.96905,             0.71162,            0.023426,            0.038095,           0.0010652,            0.001063,            0.001063,            0.001063
                 286,            0.020793,            0.030503,          0.00085255,             0.94447,              0.9628,             0.96793,             0.71096,            0.023363,            0.038005,           0.0010655,           0.0010554,           0.0010554,           0.0010554
                 287,            0.020513,            0.030656,          0.00088102,              0.9553,             0.95541,             0.96812,             0.71172,            0.023305,            0.037785,           0.0010554,           0.0010483,           0.0010483,           0.0010483
                 288,            0.020688,            0.031438,           0.0008909,             0.95684,             0.95527,             0.96902,             0.71373,            0.023289,            0.037595,            0.001064,           0.0010416,           0.0010416,           0.0010416
                 289,            0.020666,             0.03032,          0.00083564,             0.95403,             0.95589,             0.97005,             0.71465,            0.023247,            0.037516,           0.0010679,           0.0010355,           0.0010355,           0.0010355
                 290,            0.020804,            0.031875,          0.00085301,             0.94755,              0.9623,             0.96801,             0.71123,            0.023337,            0.037551,           0.0010621,           0.0010298,           0.0010298,           0.0010298
                 291,            0.021063,            0.031411,          0.00093421,             0.94942,              0.9637,             0.96848,             0.71166,            0.023397,            0.037576,           0.0010564,           0.0010247,           0.0010247,           0.0010247
                 292,            0.021124,            0.030742,          0.00084959,             0.95004,             0.95981,             0.96931,             0.71112,            0.023423,            0.037917,           0.0010698,             0.00102,             0.00102,             0.00102
                 293,            0.021012,            0.031874,          0.00085752,             0.95056,             0.95383,             0.96683,             0.71168,            0.023422,            0.038015,           0.0010637,           0.0010158,           0.0010158,           0.0010158
                 294,            0.020784,            0.031264,          0.00091607,             0.95741,              0.9487,              0.9677,             0.71126,            0.023427,            0.038063,           0.0010475,           0.0010121,           0.0010121,           0.0010121
                 295,            0.021094,            0.031188,          0.00087357,             0.95772,             0.94975,             0.96892,             0.71153,             0.02347,            0.037902,           0.0010354,           0.0010089,           0.0010089,           0.0010089
                 296,            0.020381,            0.030748,          0.00083293,             0.95915,             0.94954,             0.96929,             0.71207,            0.023439,            0.037748,           0.0010269,           0.0010062,           0.0010062,           0.0010062
                 297,            0.020737,            0.031149,          0.00085923,             0.95153,             0.95731,             0.96946,             0.71167,            0.023392,            0.037837,           0.0010361,           0.0010039,           0.0010039,           0.0010039
                 298,            0.020787,            0.031516,           0.0008043,             0.94789,             0.95862,             0.96852,             0.71217,            0.023308,            0.037648,           0.0010337,           0.0010022,           0.0010022,           0.0010022
                 299,             0.02093,            0.030877,          0.00086715,             0.94456,             0.96273,              0.9696,             0.71104,            0.023402,            0.037799,           0.0010252,            0.001001,            0.001001,            0.001001
